"","g_Prevotella","g_Faecalibacterium","g_Bacteroides","f_Lachnospiraceae_g_unclassified","g_Succinivibrio","g_Alloprevotella","f_Ruminococcaceae_g_unclassified","g_Blautia","g_Parabacteroides","g_Lachnospira","g_Anaerostipes","f_Lachnospiraceae_g_Incertae_Sedis","f_Erysipelotrichaceae_g_Incertae_Sedis","g_RC9_gut_group","g_Dorea","g_Alistipes","g_Subdoligranulum","g_Phascolarctobacterium","g_Barnesiella","k_Bacteria_g_unclassified","g_Coprococcus","g_Catenibacterium","g_Roseburia","g_Dialister","g_Clostridium_sensu_stricto_1","f_Peptostreptococcaceae_g_Incertae_Sedis","g_Ruminococcus","g_Megasphaera","g_Odoribacter","g_Mitsuokella","g_Paraprevotella","f_Ruminococcaceae_g_Incertae_Sedis","o_Bacteroidales_g_unclassified","g_Victivallis","g_Sutterella","g_Bifidobacterium","f_Rikenellaceae_g_unclassified","g_Escherichia.Shigella","f_vadinBB60_g_unclassified","g_Anaerovibrio","g_Elusimicrobium","g_Streptococcus","g_Anaerotruncus","g_Desulfovibrio","g_Oribacterium","f_Christensenellaceae_g_unclassified","g_Intestinimonas","g_Brachyspira","g_Thalassospira","f_Erysipelotrichaceae_g_unclassified","g_Anaeroplasma","f_Defluviitaleaceae_g_Incertae_Sedis","c_Alphaproteobacteria_g_unclassified","g_Butyricimonas","f_Porphyromonadaceae_g_unclassified","g_Acidaminococcus","g_Collinsella","g_Solobacterium","o_Clostridiales_g_unclassified","o_NB1.n_g_unclassified"
"Sample_017",0.444514217451687,0.0701201583574606,0.0429678415483841,0.0401686336299226,0.000139960395923075,0.0321908910623073,0.020434217804769,0.0337304554174611,0.0442274851116917,0.0128763564249229,0.0022393663347692,0.0240731880987689,0.00237932673069228,4.55182072829132e-05,0.00643817821246145,0.0033590495021538,0.0131562772167691,0.0601829702469223,0.000979722771461526,0.000979722771461526,0.0352700197726149,0.0141359999882306,0.0033590495021538,4.55182072829132e-05,0.00307912871030765,0.00153956435515383,0.0172151286985382,4.55182072829132e-05,0.00265924752253843,0.00545845544099993,0.00251928712661535,0.000979722771461526,0.0176350098863075,0.00027992079184615,0.014975762363769,0.0033590495021538,4.55182072829132e-05,4.55182072829132e-05,0.00615825742061531,4.55182072829132e-05,4.55182072829132e-05,0.00027992079184615,0.0022393663347692,0.000979722771461526,4.55182072829132e-05,0.000699801979615376,4.55182072829132e-05,4.55182072829132e-05,4.55182072829132e-05,4.55182072829132e-05,4.55182072829132e-05,0.000419881187769225,4.55182072829132e-05,0.0011196831673846,0.0005598415836923,0.00727794058799991,0.00139960395923075,4.55182072829132e-05,0.00027992079184615,0.00027992079184615
"Sample_019",0.466992067224722,0.0479995283947033,0.00722400929017274,0.0873302456411993,0.0325883085756681,0.01589282043838,0.0685478214867502,0.0105952136255867,0.00834774406864405,0.00208693601716101,0.000321067079563233,0.0130032167223109,0.00128426831825293,0.0335515098143578,0.0088293446879889,5.22088353413655e-05,0.00305013725585071,0.000481600619344849,0.000160533539781616,0.00128426831825293,0.00593974097191981,0.00770560990951759,0.0028896037160691,0.00690294221060951,0.0202272260124837,0.00577920743213819,0.00706347575039112,0.00176586893759778,5.22088353413655e-05,0.000160533539781616,5.22088353413655e-05,0.0173376222964146,0.0256853663650586,0.0101136130062418,0.00417387203432203,0.000160533539781616,0.0149296191996903,5.22088353413655e-05,0.0290565707004726,0.00545814035257496,5.22088353413655e-05,0.000160533539781616,0.00626080805148304,0.00256853663650586,0.00112373477847131,0.0019264024773794,0.00208693601716101,5.22088353413655e-05,5.22088353413655e-05,0.000160533539781616,5.22088353413655e-05,5.22088353413655e-05,0.00754507636973597,5.22088353413655e-05,5.22088353413655e-05,5.22088353413655e-05,0.000160533539781616,0.00160533539781616,0.000802667698908082,5.22088353413655e-05
"Sample_020",0.353555210755281,0.0450199925246908,0.00579598706156199,0.0460983156989349,0.165387816849687,0.0621383729158157,0.059846936170547,0.017657541978247,0.00512203507765943,0.0373369399082016,0.00107832317424409,0.00983969896497733,0.00175227515814665,0.0238579002301505,0.00754826221970863,0.00269580793561023,0.00175227515814665,0.00215664634848818,4.3824163969795e-05,4.3824163969795e-05,0.00431329269697636,0.0103788605520994,0.00566119666478148,0.00377413110985432,0.000134790396780511,0.000808742380683068,0.011861554916685,0.00283059833239074,0.00107832317424409,0.00444808309375687,0.00283059833239074,0.000943532777463579,0.0083570046003917,0.00458287349053738,0.0149617340426368,0.000404371190341534,4.3824163969795e-05,4.3824163969795e-05,0.0163096380104419,0.00579598706156199,0.0351802935597135,4.3824163969795e-05,0.00350455031629329,0.00188706555492716,0.00148269436458562,0.000943532777463579,0.000134790396780511,4.3824163969795e-05,4.3824163969795e-05,0.000404371190341534,0.000134790396780511,0.000404371190341534,0.000943532777463579,0.000808742380683068,4.3824163969795e-05,0.00134790396780511,0.000539161587122045,0.000269580793561023,0.00350455031629329,4.3824163969795e-05
"Sample_022",0.00062236125659139,0.221093836404091,0.386175159714958,0.120582493464582,5.06309393986602e-05,5.06309393986602e-05,0.0230273664938814,0.0320516047144566,0.00731274476494884,0.0115136832469407,0.0155590314147848,0.0364081335105963,0.000155590314147848,5.06309393986602e-05,0.00388975785369619,0.00497889005273112,0.0108913219903493,5.06309393986602e-05,0.00140031282733063,5.06309393986602e-05,0.0426317460765102,5.06309393986602e-05,0.0133807670167149,5.06309393986602e-05,0.000777951570739238,0.00373416753954834,0.00964659947716655,5.06309393986602e-05,0.00217826439806987,5.06309393986602e-05,0.00280062565466126,5.06309393986602e-05,5.06309393986602e-05,5.06309393986602e-05,0.00357857722540049,0.0262947630909862,5.06309393986602e-05,5.06309393986602e-05,0.000155590314147848,5.06309393986602e-05,5.06309393986602e-05,0.00202267408392202,5.06309393986602e-05,5.06309393986602e-05,5.06309393986602e-05,0.00280062565466126,0.00062236125659139,5.06309393986602e-05,0.00933541884887086,0.00186708376977417,5.06309393986602e-05,0.000311180628295695,5.06309393986602e-05,0.000155590314147848,0.000311180628295695,5.06309393986602e-05,0.000311180628295695,5.06309393986602e-05,0.000155590314147848,5.06309393986602e-05
"Sample_023",0.154873589336294,0.0755156528156931,0.175710589428296,0.0623632201335078,0.0842346812229844,4.80840361000148e-05,0.0762545535281754,0.0613287591360325,0.0292604682142999,0.00221670213744696,0.00605898584235502,0.034728333486669,0.00576342555736209,4.80840361000148e-05,0.0133002128246818,0.0336938724891938,0.00354672341991513,0.0198025390945262,0.00576342555736209,4.80840361000148e-05,0.00635454612734795,4.80840361000148e-05,0.00487674470238331,4.80840361000148e-05,4.80840361000148e-05,4.80840361000148e-05,0.0109357305447383,4.80840361000148e-05,0.0164035958171075,4.80840361000148e-05,0.0158124752471216,0.00990126954726308,4.80840361000148e-05,4.80840361000148e-05,0.0190636383820438,4.80840361000148e-05,4.80840361000148e-05,4.80840361000148e-05,0.00665010641234088,4.80840361000148e-05,4.80840361000148e-05,0.00118224113997171,0.0100490496897595,0.00428562413239745,4.80840361000148e-05,0.00147780142496464,4.80840361000148e-05,4.80840361000148e-05,4.80840361000148e-05,0.0199503192370226,4.80840361000148e-05,0.00236448227994342,4.80840361000148e-05,0.0113790709722277,0.00221670213744696,0.00339894327741867,0.00192114185245403,4.80840361000148e-05,0.00620676598485148,4.80840361000148e-05
"Sample_024",0.00104341804443359,0.0327931385393414,0.749770394785851,0.010881359606236,0.00014905972063337,4.8529192175601e-05,0.00163965692696707,0.0196758831236048,0.0283213469203403,4.8529192175601e-05,4.8529192175601e-05,0.00462085133963447,4.8529192175601e-05,4.8529192175601e-05,0.00029811944126674,0.0608163660184149,0.00014905972063337,4.8529192175601e-05,0.0272779288759067,4.8529192175601e-05,0.00253401525076729,4.8529192175601e-05,4.8529192175601e-05,4.8529192175601e-05,0.00014905972063337,0.00119247776506696,0.00476991106026784,4.8529192175601e-05,0.00819828463483535,4.8529192175601e-05,4.8529192175601e-05,0.00029811944126674,4.8529192175601e-05,4.8529192175601e-05,0.0307063024504742,0.00193777636823381,4.8529192175601e-05,0.00581332910470143,4.8529192175601e-05,4.8529192175601e-05,4.8529192175601e-05,4.8529192175601e-05,4.8529192175601e-05,4.8529192175601e-05,4.8529192175601e-05,4.8529192175601e-05,4.8529192175601e-05,4.8529192175601e-05,4.8529192175601e-05,4.8529192175601e-05,4.8529192175601e-05,4.8529192175601e-05,4.8529192175601e-05,0.00506803050153458,4.8529192175601e-05,4.8529192175601e-05,0.00014905972063337,4.8529192175601e-05,4.8529192175601e-05,4.8529192175601e-05
"Sample_025",0.000707952945022886,0.000176988236255722,0.457160614248529,0.000707952945022886,5.76241134751773e-05,5.76241134751773e-05,0.00707952945022886,0.0580521414918767,0.0614149179807354,0.000176988236255722,0.000884941181278608,0.0283181178009154,0.0217695530594537,5.76241134751773e-05,5.76241134751773e-05,0.132918165428047,5.76241134751773e-05,0.000176988236255722,0.101414259374528,5.76241134751773e-05,5.76241134751773e-05,5.76241134751773e-05,0.000176988236255722,0.0104423059390876,5.76241134751773e-05,0.000176988236255722,0.00230084707132438,5.76241134751773e-05,0.032388847234797,5.76241134751773e-05,5.76241134751773e-05,0.000884941181278608,5.76241134751773e-05,5.76241134751773e-05,0.0242473883670338,0.00353976472511443,5.76241134751773e-05,0.00442470590639304,5.76241134751773e-05,5.76241134751773e-05,5.76241134751773e-05,0.000530964708767165,5.76241134751773e-05,5.76241134751773e-05,5.76241134751773e-05,5.76241134751773e-05,5.76241134751773e-05,5.76241134751773e-05,5.76241134751773e-05,0.000176988236255722,5.76241134751773e-05,5.76241134751773e-05,5.76241134751773e-05,0.0145130353729692,5.76241134751773e-05,0.0274331766196368,0.00176988236255722,5.76241134751773e-05,0.00424771767013732,5.76241134751773e-05
"Sample_026",0.308924008378805,0.0394171392969412,0.206314312431212,0.0680414904530532,0.000156417219432306,5.08925775133104e-05,0.0348810399334043,0.0495842585600411,0.034724622713972,0.00703877487445378,0.00469251658296918,0.0253395895480336,0.00531818546069841,5.08925775133104e-05,0.0051617682412661,0.0386350531997796,0.0317526955447582,5.08925775133104e-05,0.019395735209606,5.08925775133104e-05,0.00594385433842764,0.00719519209388608,0.00281550994978151,5.08925775133104e-05,0.000469251658296919,5.08925775133104e-05,0.013295463651746,5.08925775133104e-05,0.00782086097161531,5.08925775133104e-05,0.00234625829148459,0.0111056225796937,5.08925775133104e-05,5.08925775133104e-05,0.0220548279399552,0.00218984107205229,5.08925775133104e-05,5.08925775133104e-05,0.0104799537019645,5.08925775133104e-05,0.000156417219432306,0.000938503316593837,5.08925775133104e-05,5.08925775133104e-05,5.08925775133104e-05,0.00109492053602614,0.000625668877729225,5.08925775133104e-05,0.00187700663318767,0.00281550994978151,5.08925775133104e-05,0.0025026755109169,5.08925775133104e-05,0.00359759604694304,0.00453609936353688,5.08925775133104e-05,0.00406684770523996,5.08925775133104e-05,0.0115748742379907,5.08925775133104e-05
"Sample_028",0.415639905884335,0.125137444870016,0.0047247147469801,0.0492720252185068,0.122437607871742,0.0280783047820532,0.0128242257418031,0.0255134596336926,0.00148491034905089,0.0302381743806727,0.00485970659689382,0.018628875288093,0.000809951099482303,4.39070521480681e-05,0.00836949469465047,0.00202487774870576,0.00593964139620356,0.0299681906808452,4.39070521480681e-05,0.00323980439792921,0.0140391523910266,0.00769453544508188,0.0125542420419757,4.39070521480681e-05,4.39070521480681e-05,0.00175489404887832,0.0207887448867124,4.39070521480681e-05,0.000134991849913717,0.0148491034905089,0.00161990219896461,0.000944942949396021,0.00121492664922346,4.39070521480681e-05,0.00242985329844691,0.000134991849913717,4.39070521480681e-05,4.39070521480681e-05,0.00350978809775665,0.00796451914490932,4.39070521480681e-05,0.000404975549741152,0.00188988589879204,4.39070521480681e-05,0.00283482884818806,0.00121492664922346,0.000944942949396021,4.39070521480681e-05,4.39070521480681e-05,0.000134991849913717,4.39070521480681e-05,0.000134991849913717,4.39070521480681e-05,4.39070521480681e-05,4.39070521480681e-05,0.0109343398430111,0.000809951099482303,0.00107993479930974,4.39070521480681e-05,4.39070521480681e-05
"Sample_029",0.25883554426433,0.085577063415307,0.112232214315157,0.0287595049182589,0.000175362834867432,5.70776255707763e-05,0.0410349033589792,0.031214584606403,0.0433146202122558,0.00245507968814405,0.0254276110557777,0.0361247439826911,5.70776255707763e-05,5.70776255707763e-05,0.0110478585966482,0.125910515434816,0.018237734826213,5.70776255707763e-05,0.0191145490005501,5.70776255707763e-05,0.00789132756903446,0.00859277890850419,0.00122753984407203,5.70776255707763e-05,0.000876814174337162,0.0119246727709854,5.70776255707763e-05,5.70776255707763e-05,0.00438407087168581,5.70776255707763e-05,0.00841741607363675,0.00473479654142067,0.0285841420833915,0.000175362834867432,0.0168348321472735,0.0533103017996994,5.70776255707763e-05,5.70776255707763e-05,5.70776255707763e-05,5.70776255707763e-05,5.70776255707763e-05,5.70776255707763e-05,0.00227971685327662,5.70776255707763e-05,5.70776255707763e-05,0.000350725669734865,5.70776255707763e-05,5.70776255707763e-05,5.70776255707763e-05,0.000175362834867432,5.70776255707763e-05,5.70776255707763e-05,5.70776255707763e-05,0.00263044252301149,0.00385798236708351,5.70776255707763e-05,0.00245507968814405,5.70776255707763e-05,0.000350725669734865,5.70776255707763e-05
"Sample_030",0.344408525400418,0.0273469033533351,0.0147564973540274,0.0521215732229407,0.235697815535428,0.0268053805146552,0.0289714718693748,0.0162456851603971,0.00487370554811913,0.0314083246434344,0.000676903548349879,0.0119135024509579,0.00216609135471961,0.0395311672236329,0.00717517761250871,0.00230147206438959,0.00311375632240944,0.00284299490306949,0.000135380709669976,0.00324913703207942,0.00582137051580896,0.00934126896722833,0.00162456851603971,0.0194948221924765,0.000135380709669976,4.40200460517405e-05,0.00703979690283874,0.0196302029021465,0.000135380709669976,0.00365527916108934,0.00203071064504964,0.00649827406415884,0.00812284258019854,0.022337817095546,0.00649827406415884,0.000135380709669976,4.40200460517405e-05,0.000270761419339951,4.40200460517405e-05,0.00230147206438959,0.00148918780636973,0.000135380709669976,4.40200460517405e-05,0.00175994922570968,0.000406142129009927,0.000406142129009927,0.000676903548349879,4.40200460517405e-05,4.40200460517405e-05,0.00148918780636973,4.40200460517405e-05,0.000270761419339951,4.40200460517405e-05,0.00216609135471961,4.40200460517405e-05,0.0178702536764368,0.00135380709669976,0.000676903548349879,4.40200460517405e-05,4.40200460517405e-05
