"","g__Turicibacter","g__Parabacteroides","g__.Ruminococcus.","g__Sutterella","f__Peptostreptococcaceae_g__","g__Ruminococcus","g__Veillonella","g__Bacteroides","g__Eggerthella","g__Faecalibacterium","g__Coprococcus","f__Lachnospiraceae_g__","g__Neisseria","g__Haemophilus","g__Blautia","f__Enterobacteriaceae_g__","g__Klebsiella","g__Dorea","g__Dialister","g__Anaerostipes","g__Phascolarctobacterium","g__Staphylococcus","g__Actinomyces","f__Gemellaceae_g__","g__Akkermansia","g__Oscillospira","o__Lactobacillales_g__","g__Adlercreutzia","g__Odoribacter","f__Clostridiaceae_g__","g__Prevotella","g__Roseburia","g__Lachnospira","o__Clostridiales_g__","g__Granulicatella","f__Erysipelotrichaceae_g__","f__Ruminococcaceae_g__","g__Clostridium","g__Streptococcus","g__Aggregatibacter","g__Fusobacterium","g__Conchiformibius","g__Bifidobacterium","g__Collinsella","g__Holdemania","g__.Eubacterium.","f__Rikenellaceae_g__","g__Bilophila"
"1939.SKBTI.0264.b",5.77382591470727e-06,0.000553725013238467,0.0125511003000719,0.00636783765224237,2.95809516874795e-06,9.22875022064112e-05,0.000461437511032056,0.747251905365311,0.00119973752868335,0.0238101755692541,0.00175346254192181,0.051404138728971,1.47904758437398e-06,0.00433751260370133,0.0237178880670477,0.0016611750397154,3.00765795988247e-06,0.00424522510149491,0.00129202503088976,3.57439414019324e-06,1.70681175441867e-06,0.00119973752868335,9.22875022064112e-05,0.000184575004412822,7.39678638080932e-06,0.0124588127978655,4.43714275312193e-06,1.2012012012012e-06,2.4024024024024e-06,3.57439414019324e-06,4.43964810666084e-06,0.0100593377404988,9.22875022064112e-05,0.00618326264782955,6.32769681570826e-06,0.0120896627890399,0.0179960629302502,2.96795521583884e-06,0.00156888753750899,6.80471514415527e-06,0.000646012515444878,5.15500709804824e-06,9.22875022064112e-05,1.70681175441867e-06,0.00138431253309617,0.000369150008825645,0.0490046636716043,0.0058141126390039
"1939.SKBTI089.a",5.77382591470727e-06,0.0137370821177572,0.0677333355905257,0.0110168678370132,0.0112888892650876,0.00639250355974841,0.0043523428491904,0.329417949398099,0.000952074998260401,0.133426510470493,0.031962517798742,0.106768410519202,0.0001360107140372,0.0021761714245952,0.0291062928039608,0.00748058927204601,0.00544042856148801,0.00829665355626921,0.00856867498434361,3.57439414019324e-06,1.70681175441867e-06,0.0004080321421116,2.44603666797122e-06,1.2012012012012e-06,7.39678638080932e-06,0.0025842035667068,0.000544042856148801,1.2012012012012e-06,0.0002720214280744,0.0036722892790044,0.0002720214280744,0.0280182070916632,0.0004080321421116,0.0775261070012041,6.32769681570826e-06,0.0482838034832061,0.0410752356392345,2.96795521583884e-06,0.0016321285684464,6.80471514415527e-06,0.000680053570186001,5.15500709804824e-06,0.00476037499130201,1.70681175441867e-06,2.96795521583884e-06,0.0016321285684464,0.00598447141763681,0.0039443107070788
"1939.SKBTI.0141.a",6.27401015424413e-06,0.00652480477398622,0.0100574653468841,0.0649391812416853,2.95809516874795e-06,0.00185319898906117,0.000250954029768701,0.494939259172286,1.93041561360539e-05,0.158911813311996,0.00517351384446244,0.0457894583547198,1.47904758437398e-06,0.00538585956195904,0.00640897983716989,0.113257484050228,1.93041561360539e-05,0.00411178525697948,1.93041561360539e-05,3.57439414019324e-06,0.000733557933170048,0.000752862089306102,2.44603666797122e-06,1.2012012012012e-06,0.0082042663578229,0.00312727329404073,1.93041561360539e-05,1.2012012012012e-06,0.000714253777033994,0.000328170654312916,0.00554029281104747,0.00787609570350999,0.00459438916038083,0.00835869960691134,6.27401015424413e-06,0.00482603903401347,0.0138796882618228,1.93041561360539e-05,0.00243232367314279,0.000250954029768701,0.00135129092952377,0.000714253777033994,0.00355196472903392,0.00374500629039446,0.00127407430497956,0.00202693639428566,0.00399596032016316,0.00399596032016316
"1939.SKBTI040",5.77382591470727e-06,0.00374467594735006,0.00819147863482825,0.00444680268747819,0.0319467666758302,4.15049039640376e-06,0.000936168986837514,0.812477659451608,0.000351063370064068,0.0076063730180548,6.63908891272152e-06,0.0769998991673856,0.00257446471380316,0.00245744359044848,0.000351063370064068,0.00503190830425164,3.00765795988247e-06,0.00117021123354689,0.000936168986837514,0.000351063370064068,1.70681175441867e-06,0.0196595487235878,0.000468084493418757,0.000117021123354689,0.000585105616773446,4.74317530046191e-06,4.43714275312193e-06,1.2012012012012e-06,2.4024024024024e-06,3.57439414019324e-06,0.00292552808386723,0.00234042246709379,5.77382591470727e-06,0.00304254920722192,0.000117021123354689,0.000936168986837514,0.00374467594735006,2.96795521583884e-06,0.00128723235690158,0.000351063370064068,0.000585105616773446,5.15500709804824e-06,0.00234042246709379,0.000468084493418757,2.96795521583884e-06,0.000117021123354689,0.00117021123354689,0.000117021123354689
"1939.SKBTI.0132",5.77382591470727e-06,0.0236283948306016,0.00412362911528824,0.101729930274161,0.000288654038070177,0.0136904486627569,0.000206181455764412,0.146471306175038,2.23807621854642e-06,0.0688646062253136,0.00527824526756894,0.0261850448820803,1.47904758437398e-06,0.0597101495893737,0.00239170488686718,0.314509192623034,8.24725823057647e-05,0.00235046859571429,0.085524067851078,0.000371126620375941,1.70681175441867e-06,8.24725823057647e-05,4.12362911528824e-05,0.00573184447025065,4.12362911528824e-05,0.000494835493834588,0.00498959122949877,4.12362911528824e-05,8.24725823057647e-05,4.12362911528824e-05,0.00169068793726818,0.00498959122949877,0.00989670987669177,0.00536071784987471,0.00152574277265665,0.0174429511576692,0.0312983449850377,4.12362911528824e-05,0.00519577268526318,0.000123708873458647,8.24725823057647e-05,0.000206181455764412,0.048370169522331,0.00239170488686718,2.96795521583884e-06,5.77382591470727e-06,0.00243294117802006,0.00197934197533835
"1939.SKBTI.0137",0.000132368044433206,0.0315276614922727,0.0509376301896146,0.000276769547451249,0.000493371801978313,0.0010108105211263,0.00117927894131402,0.460664861544726,0.000240669171696738,0.00695533906203573,0.0163414367582085,0.0963158025130346,1.20334585848369e-05,0.000926576311032442,0.0273881517390888,0.0237299803292984,0.000409137591884455,0.0047291492238409,0.00767734657712595,0.000288803006036086,1.20334585848369e-05,0.000276769547451249,2.44603666797122e-06,2.40669171696738e-05,6.01672929241845e-05,0.00529472177732824,8.42342100938583e-05,1.2012012012012e-06,9.62676686786953e-05,3.61003757545107e-05,0.000132368044433206,0.0829105296495263,6.01672929241845e-05,0.0786867856862485,3.91090359923467e-06,0.0368825505625251,0.0106135104718262,0.000324903381790596,0.000457271426223802,0.000637773304996356,0.000553539094902498,4.81338343393476e-05,0.000481338343393476,0.00506608606421634,0.000228635713111901,0.000180501878772554,0.00669060297316932,0.0389162050633626
"1939.100087",2.11259185726589e-05,0.000105629592863295,0.0480192129156537,0.080764386703275,0.00285199900730895,0.00124642919578688,0.00111967368435092,0.000654903475752426,0.000591525720034449,0.208576194067861,0.00990805581057703,0.218632131308447,8.45036742906356e-05,0.00570399801461791,0.0697155312897744,0.00589413128177184,3.00765795988247e-06,0.0233441400227881,6.33777557179767e-05,0.00266186574015502,1.70681175441867e-06,8.45036742906356e-05,6.33777557179767e-05,0.000253511022871907,6.86610047745806e-06,0.0254778577986266,4.22518371453178e-05,1.2012012012012e-06,2.4024024024024e-06,0.00111967368435092,4.43964810666084e-06,0.0744054852129047,0.0101404409148763,0.0186541860996578,4.22518371453178e-05,0.119213558505514,0.0283087308873629,0.0276749533301832,0.00109854776577826,0.00038026653430786,0.00105629592863295,2.11259185726589e-05,0.00135205878865017,1.70681175441867e-06,0.00249285839157375,0.00809122681332836,4.22518371453178e-05,4.43964810666084e-06
"1939.100163",1.57399950294536e-05,0.00854681730099329,0.0710975575480418,0.0932594705495125,0.000582379816089782,0.00344705891145033,5.11569337320951e-06,0.0555464424589417,0.00234525925938858,0.0128910559291225,0.0268996515053362,0.139456355960959,1.47904758437398e-06,3.14799900589072e-05,0.171817785741515,0.0382324479265427,3.00765795988247e-06,0.0418211667932582,1.57399950294536e-05,5.11569337320951e-06,0.0157085150393947,1.47904758437398e-06,0.000125919960235629,1.57399950294536e-05,5.11569337320951e-06,0.000535159831001422,7.86999751472679e-05,1.2012012012012e-06,2.4024024024024e-06,0.000173139945323989,1.57399950294536e-05,0.000173139945323989,1.57399950294536e-05,0.0592925612759516,7.86999751472679e-05,0.18349686205337,0.0396175674891347,2.96795521583884e-06,0.00366741884186268,6.29599801178143e-05,5.11569337320951e-06,5.11569337320951e-06,0.00582379816089782,3.14799900589072e-05,0.000424979865795247,0.0157399950294536,0.00151103952282754,0.00736631767378427
"1939.MGH101666",5.77382591470727e-06,0.0935760106706875,0.0398405091423164,0.00860751740729057,2.95809516874795e-06,0.0110668080950879,0.000245929068779731,0.423366891904306,2.23807621854642e-06,0.109069542003811,0.00664008485705273,0.0727950043588002,0.000245929068779731,0.02742109116894,0.0115586662326473,0.0479561684120475,3.00765795988247e-06,0.0141409214548345,7.50542700106231e-06,0.00122964534389865,1.70681175441867e-06,1.47904758437398e-06,2.44603666797122e-06,1.2012012012012e-06,7.39678638080932e-06,0.00774676566656151,4.43714275312193e-06,1.2012012012012e-06,0.00381190056608582,3.57439414019324e-06,0.0515221399093536,0.00909937554485003,5.77382591470727e-06,0.0148787086611737,0.000245929068779731,0.0124194179733764,0.0169691057458014,0.000368893603169596,0.00332004242852636,0.000614822671949326,0.000860751740729057,0.000245929068779731,0.000122964534389865,1.70681175441867e-06,0.000491858137559461,0.000122964534389865,0.00627119125388313,0.00307411335974663
"1939.121457",5.97305691863778e-06,5.97305691863778e-06,0.0864280166225188,5.97305691863778e-06,0.024698969666312,0.00101074652652318,0.000110263257438893,0.000183772095731488,3.67544191462976e-05,0.387501841059416,0.000790220011645399,0.157915361862068,1.47904758437398e-06,0.00077184280207225,0.0118900545938273,3.67544191462976e-05,3.00765795988247e-06,0.0175502351423571,0.000128640467012042,3.57439414019324e-06,1.83772095731488e-05,1.47904758437398e-06,1.83772095731488e-05,1.2012012012012e-06,5.97305691863778e-06,0.00323438888487419,7.35088382925952e-05,1.2012012012012e-06,2.4024024024024e-06,3.57439414019324e-06,5.97305691863778e-06,0.214388526880354,0.0522831612356084,0.00725899778139378,3.67544191462976e-05,0.00330789772316679,0.0170540504838821,0.000165394886158339,0.000165394886158339,5.97305691863778e-06,5.97305691863778e-06,5.97305691863778e-06,0.00509048705176222,1.83772095731488e-05,0.00124965025097412,0.00650553218889468,5.97305691863778e-06,5.97305691863778e-06
"1939.121199",0.000101644410756859,2.54111026892147e-05,0.266410000593727,8.25921219822109e-06,0.000406577643027435,0.00129596623714995,0.00091479969681173,0.0843394498255036,0.00371002099262535,8.25921219822109e-06,0.000660688669919582,0.149722217044853,1.47904758437398e-06,2.54111026892147e-05,0.203797043567502,0.0170000276990846,2.54111026892147e-05,0.0163139279264758,0.000101644410756859,3.57439414019324e-06,2.54111026892147e-05,1.47904758437398e-06,0.000457399848405865,0.000279522129581362,8.25921219822109e-06,0.0019058327016911,0.00182959939362346,1.2012012012012e-06,2.4024024024024e-06,2.54111026892147e-05,4.43964810666084e-06,0.110792407724976,8.25921219822109e-06,0.108454586277568,0.000813155286054871,0.0143064508140279,0.00584455361851938,2.96795521583884e-06,0.00775038632021049,8.25921219822109e-06,0.00149925505866367,5.15500709804824e-06,5.08222053784294e-05,1.70681175441867e-06,2.96795521583884e-06,0.00101644410756859,2.54111026892147e-05,4.43964810666084e-06
"1939.121420",5.77382591470727e-06,0.000143569471704573,0.191378105782196,8.27656458903673e-06,0.0362512916054047,7.17847358522866e-05,0.0492443287946686,0.026560352265346,2.23807621854642e-06,1.23438034106878e-05,6.63908891272152e-06,0.00114855577363658,1.47904758437398e-06,7.17847358522866e-05,0.000287138943409146,0.560854141213915,0.000287138943409146,0.0991347202120077,7.17847358522866e-05,3.57439414019324e-06,1.70681175441867e-06,1.47904758437398e-06,7.17847358522866e-05,1.2012012012012e-06,7.39678638080932e-06,4.74317530046191e-06,0.000287138943409146,1.2012012012012e-06,2.4024024024024e-06,0.00732204305693323,4.43964810666084e-06,0.00021535420755686,7.17847358522866e-05,0.00021535420755686,6.32769681570826e-06,0.0155055029440939,0.00021535420755686,0.00366102152846661,0.00459422309454634,6.80471514415527e-06,8.27656458903673e-06,5.15500709804824e-06,5.77382591470727e-06,0.0021535420755686,2.96795521583884e-06,5.77382591470727e-06,7.17847358522866e-05,4.43964810666084e-06
"1939.SKBTI034",4.03160780519271e-06,0.0184085910818955,0.104013501497098,0.112833250997926,8.68329768013939e-05,0.00145135118368044,0.000843520346070683,0.430604731958112,0.000781496791212545,0.00111642398744649,2.48094219432554e-05,0.00146375589465207,0.0010295910106451,0.000979972166758588,8.68329768013939e-05,0.086361597784472,0.0124667345264858,0.000310117774290692,7.44282658297662e-05,1.24047109716277e-05,2.48094219432554e-05,0.000210880086517671,7.44282658297662e-05,0.000272903641375809,0.000124047109716277,0.0165850985690662,0.00110401927647487,1.2012012012012e-06,0.000285308352347437,9.92376877730216e-05,0.000186070664574415,8.68329768013939e-05,1.24047109716277e-05,0.000297713063319065,0.000173665953602788,0.0529557111378786,0.125411627923156,0.000930353322872077,0.00127768523007765,6.20235548581385e-05,0.000396950751092086,4.03160780519271e-06,4.03160780519271e-06,1.70681175441867e-06,4.03160780519271e-06,0.0261491307281912,0.000260498930404182,4.96188438865108e-05
"1939.SKBTI.1251",8.79352796341892e-06,0.041773479520476,0.00543812783912932,0.0160979406183181,0.000351719710988463,0.000595217972442015,0.000351719710988463,0.543244621302874,0.000243498261453552,0.112469141429157,0.0150698368477365,0.134465151047128,1.47904758437398e-06,0.000162332174302368,0.00722378175645536,0.00624978871064116,3.00765795988247e-06,0.0091988232104675,8.79352796341892e-06,3.57439414019324e-06,1.70681175441867e-06,1.47904758437398e-06,2.44603666797122e-06,1.2012012012012e-06,2.7055362383728e-05,0.00365247392180327,4.43714275312193e-06,1.2012012012012e-06,0.0055192939262805,0.000486996522907103,2.7055362383728e-05,0.0109033110406424,0.000730494784360655,0.011336196838782,2.7055362383728e-05,0.00449119015569884,0.0323852687733224,0.000459941160523375,0.000649328697209471,8.79352796341892e-06,8.79352796341892e-06,5.15500709804824e-06,0.00340897566034972,0.000297608986221008,0.000324664348604735,0.00013527681191864,0.0314924418146593,0.000649328697209471
"1939.SKBTI.1200",5.77382591470727e-06,0.000131581550892,0.00960545321511599,0.0575340331275269,0.002171095589718,0.021974118998964,1.06918445899266e-05,0.637052078643617,0.000361849264953,0.00417771424082099,0.000361849264953,0.0877977898326869,1.47904758437398e-06,6.57907754459999e-05,0.00753304378856699,0.000559221591290999,3.00765795988247e-06,3.2895387723e-05,0.020526721939152,3.57439414019324e-06,6.57907754459999e-05,1.47904758437398e-06,2.44603666797122e-06,1.2012012012012e-06,1.06918445899266e-05,0.011250222601266,6.57907754459999e-05,1.2012012012012e-06,2.4024024024024e-06,0.000263163101784,4.43964810666084e-06,0.0401981637975059,5.77382591470727e-06,0.0386191851868019,6.32769681570826e-06,0.002203990977441,0.0509549555829269,0.000986861631689999,4.74317530046191e-06,6.80471514415527e-06,0.00032895387723,5.15500709804824e-06,0.000427640040398999,1.70681175441867e-06,0.002894794119624,0.001578978610704,0.000164476938615,3.2895387723e-05
"1939.100160",5.77382591470727e-06,2.93047162355204e-05,0.00773644508617738,2.93047162355204e-05,2.95809516874795e-06,8.79141487065612e-05,9.52492599865186e-06,0.000410266027297285,2.23807621854642e-06,8.79141487065612e-05,2.93047162355204e-05,0.000439570743532806,1.47904758437398e-06,2.93047162355204e-05,0.000146523581177602,8.79141487065612e-05,2.93047162355204e-05,9.52492599865186e-06,9.52492599865186e-06,3.57439414019324e-06,1.70681175441867e-06,0.265236986647695,2.93047162355204e-05,1.2012012012012e-06,2.93047162355204e-05,2.93047162355204e-05,0.0513418628446317,1.2012012012012e-06,2.4024024024024e-06,3.57439414019324e-06,4.43964810666084e-06,2.93047162355204e-05,5.77382591470727e-06,8.79141487065612e-05,5.86094324710408e-05,0.00606607626075272,0.000146523581177602,2.93047162355204e-05,0.00190480655530882,9.52492599865186e-06,9.52492599865186e-06,5.15500709804824e-06,0.665685934006081,1.70681175441867e-06,2.96795521583884e-06,2.93047162355204e-05,2.93047162355204e-05,2.93047162355204e-05
"1939.100074",6.46110415299895e-06,0.0183287591257674,0.0142137340292014,5.9638044877768e-05,0.000218672831218483,0.0885028585986077,3.97586965851787e-05,0.07232106908844,0.00417466314144376,0.0709096353596662,0.0198793482925893,0.077111992026954,1.47904758437398e-06,6.46110415299895e-06,0.0668343689596854,0.0319262333578985,3.00765795988247e-06,0.00560597621851019,3.97586965851787e-05,1.98793482925893e-05,5.9638044877768e-05,1.47904758437398e-06,9.93967414629467e-05,1.2012012012012e-06,0.381603969824545,0.0020475728741367,0.000278310876096251,3.97586965851787e-05,0.000755415235118395,5.9638044877768e-05,3.97586965851787e-05,0.0222052320428223,0.000139155438048125,0.0610494786065419,6.46110415299895e-06,0.0253262897247588,0.010019191539465,2.96795521583884e-06,0.000238552179511072,6.46110415299895e-06,6.46110415299895e-06,6.46110415299895e-06,7.95173931703574e-05,0.0223046287842852,0.00059638044877768,0.00266383267120697,0.000139155438048125,1.98793482925893e-05
